scenario_id,metric,paired_simulations,fixed_nominal_mean,fully_indexed_mean,difference_fully_indexed_minus_fixed,percentage_difference_relative_to_fixed
short_stable_no_break,gross_ultimate,50,1703896853.8882186,1703896853.8882186,0.0,0.0
short_stable_no_break,ceded_ultimate,50,347214184.85341716,214565655.83502918,-132648529.01838797,-38.20366068119826
short_stable_no_break,retained_ultimate,50,1356682669.0348015,1489331198.0531893,132648529.0183878,9.777417523344592
short_stable_no_break,ceded_share,50,0.2035072513816861,0.12560616747518621,-0.07790108390649989,-38.27926689471779
short_stable_no_break,attaching_claims,50,305.64,141.24,-164.39999999999998,-53.788771103258725
short_stable_no_break,attachment_frequency,50,0.4108569959769172,0.1897964261426812,-0.22106056983423603,-53.8047476369748
short_stable_no_break,exhausting_claims,50,12.58,6.4,-6.18,-49.12559618441971
short_stable_no_break,exhaustion_frequency,50,0.016895812157262158,0.008599041681850004,-0.008296770475412154,-49.10548482776566
short_stable_no_break,ceded_paid_to_date,50,292012770.59554374,189927849.59277034,-102084921.0027734,-34.9590604529305
short_stable_no_break,ceded_true_reserve,50,55201414.257873386,24637806.242258843,-30563608.015614543,-55.36743655305036
short_stable_no_break,retained_true_reserve,50,60534288.32566679,91097896.34128132,30563608.015614532,50.48974533438999
short_stable_no_break,gross_true_reserve,50,115735702.58354017,115735702.58354017,0.0,0.0
short_stable_no_break,ceded_unpaid_proportion,50,0.15976909383956234,0.11592984861055117,-0.04383924522901117,-27.439127415364737
