scenario_id,model,basis,history_window_years,scheduled_fits,successful_fits,conditional_mpe_pct,conditional_mape_pct
long_stable_no_break,inflation_adjusted_chain_ladder,ceded,7.0,50.0,0.0,,
long_stable_no_break,cashflow_uplift,ceded,7.0,50.0,0.0,,
long_stable_no_break,regularized_poisson,ceded,7.0,50.0,0.0,,
long_stable_no_break,regularized_poisson_break_interaction,ceded,7.0,50.0,0.0,,
long_stable_no_break,regularized_tweedie,ceded,7.0,50.0,0.0,,
long_stable_no_break,chain_ladder,ceded,5.0,50.0,0.0,,
long_stable_no_break,inflation_adjusted_chain_ladder,ceded,5.0,50.0,0.0,,
long_stable_no_break,cashflow_uplift,ceded,5.0,50.0,0.0,,
long_stable_no_break,regularized_poisson,ceded,5.0,50.0,0.0,,
long_stable_no_break,regularized_poisson_break_interaction,ceded,5.0,50.0,0.0,,
long_stable_no_break,regularized_tweedie,ceded,5.0,50.0,0.0,,
long_emerging_no_break,chain_ladder,gross,15.0,50.0,50.0,-5.737815339920794,6.95127121210148
long_emerging_no_break,inflation_adjusted_chain_ladder,gross,15.0,50.0,50.0,0.48499504697836576,5.591919127731094
long_emerging_no_break,cashflow_uplift,gross,15.0,50.0,50.0,2.6700797024192924,5.800232088614755
long_emerging_no_break,regularized_poisson,gross,15.0,50.0,50.0,-10.767614071965603,11.476109782408077
long_emerging_no_break,regularized_poisson_break_interaction,gross,15.0,50.0,50.0,-10.76756002389539,11.476105004856356
long_emerging_no_break,regularized_tweedie,gross,15.0,50.0,50.0,-11.925087226161587,12.338058876509972
long_emerging_no_break,chain_ladder,gross,10.0,50.0,0.0,,
long_emerging_no_break,inflation_adjusted_chain_ladder,gross,10.0,50.0,0.0,,
long_emerging_no_break,cashflow_uplift,gross,10.0,50.0,0.0,,
long_emerging_no_break,regularized_poisson,gross,10.0,50.0,50.0,44.466729297934926,44.77576829319603
long_emerging_no_break,regularized_poisson_break_interaction,gross,10.0,50.0,50.0,44.4668454862587,44.775884399370895
long_emerging_no_break,regularized_tweedie,gross,10.0,50.0,50.0,41.018319306961736,41.83821939244747
long_emerging_no_break,chain_ladder,gross,7.0,50.0,0.0,,
long_emerging_no_break,inflation_adjusted_chain_ladder,gross,7.0,50.0,0.0,,
long_emerging_no_break,cashflow_uplift,gross,7.0,50.0,0.0,,
