scenario_id,model,basis,prior_multiplier,successful_fits,conditional_mpe_pct,conditional_mape_pct
short_emerging_no_break,expected_loss,ceded,1.1,50.0,98.37337112823896,98.37337112823896
short_emerging_no_break,expected_loss,ceded,1.2,50.0,143.76189998893796,143.76189998893796
short_emerging_no_break,bornhuetter_ferguson_break_aware,gross,0.8,50.0,-39.19620532643381,39.19620532643381
short_emerging_no_break,bornhuetter_ferguson_break_aware,gross,0.9,50.0,-31.595730992238053,31.595730992238053
short_emerging_no_break,bornhuetter_ferguson_break_aware,gross,1.0,50.0,-23.99525665804229,24.1744266123178
short_emerging_no_break,bornhuetter_ferguson_break_aware,gross,1.1,50.0,-16.394782323846513,17.753452737653138
short_emerging_no_break,bornhuetter_ferguson_break_aware,gross,1.2,50.0,-8.794307989650736,13.08884904876219
short_emerging_no_break,bornhuetter_ferguson_standard,gross,0.8,50.0,-39.19620532643381,39.19620532643381
short_emerging_no_break,bornhuetter_ferguson_standard,gross,0.9,50.0,-31.595730992238053,31.595730992238053
short_emerging_no_break,bornhuetter_ferguson_standard,gross,1.0,50.0,-23.99525665804229,24.1744266123178
short_emerging_no_break,bornhuetter_ferguson_standard,gross,1.1,50.0,-16.394782323846513,17.753452737653138
short_emerging_no_break,bornhuetter_ferguson_standard,gross,1.2,50.0,-8.794307989650736,13.08884904876219
short_emerging_no_break,expected_loss,gross,0.8,50.0,-34.807982562557214,39.146743967610256
short_emerging_no_break,expected_loss,gross,0.9,50.0,14.415699860218378,33.81029092304812
short_emerging_no_break,expected_loss,gross,1.0,50.0,90.48049312757574,90.65276347656958
short_emerging_no_break,expected_loss,gross,1.1,50.0,192.8238663590391,192.8238663590391
short_emerging_no_break,expected_loss,gross,1.2,50.0,314.45239170036456,314.45239170036456
short_shock_no_break,bornhuetter_ferguson_break_aware,ceded,0.8,50.0,-65.00325211564905,65.00325211564905
short_shock_no_break,bornhuetter_ferguson_break_aware,ceded,0.9,50.0,-60.62865863010517,60.62865863010517
short_shock_no_break,bornhuetter_ferguson_break_aware,ceded,1.0,50.0,-56.25406514456132,56.25406514456132
short_shock_no_break,bornhuetter_ferguson_break_aware,ceded,1.1,50.0,-51.87947165901743,51.87947165901743
short_shock_no_break,bornhuetter_ferguson_break_aware,ceded,1.2,50.0,-47.50487817347358,47.50487817347358
short_shock_no_break,bornhuetter_ferguson_standard,ceded,0.8,50.0,-65.00325211564905,65.00325211564905
short_shock_no_break,bornhuetter_ferguson_standard,ceded,0.9,50.0,-60.62865863010517,60.62865863010517
short_shock_no_break,bornhuetter_ferguson_standard,ceded,1.0,50.0,-56.25406514456132,56.25406514456132
short_shock_no_break,bornhuetter_ferguson_standard,ceded,1.1,50.0,-51.87947165901743,51.87947165901743
short_shock_no_break,bornhuetter_ferguson_standard,ceded,1.2,50.0,-47.50487817347358,47.50487817347358
short_shock_no_break,expected_loss,ceded,0.8,50.0,-14.45374964776683,21.850370002486716
short_shock_no_break,expected_loss,ceded,0.9,50.0,12.464227214819916,23.28933299798229
short_shock_no_break,expected_loss,ceded,1.0,50.0,44.67434903490267,44.8696053940665
short_shock_no_break,expected_loss,ceded,1.1,50.0,81.05788997787452,81.05788997787452
short_shock_no_break,expected_loss,ceded,1.2,50.0,120.256278592751,120.256278592751
short_shock_no_break,bornhuetter_ferguson_break_aware,gross,0.8,50.0,-40.47250650429725,40.47250650429725
short_shock_no_break,bornhuetter_ferguson_break_aware,gross,0.9,50.0,-33.03156981733441,33.03156981733441
short_shock_no_break,bornhuetter_ferguson_break_aware,gross,1.0,50.0,-25.59063313037156,25.620481335820912
short_shock_no_break,bornhuetter_ferguson_break_aware,gross,1.1,50.0,-18.149696443408708,19.183932717953628
short_shock_no_break,bornhuetter_ferguson_break_aware,gross,1.2,50.0,-10.708759756445872,14.077826704704723
short_shock_no_break,bornhuetter_ferguson_standard,gross,0.8,50.0,-40.47250650429725,40.47250650429725
short_shock_no_break,bornhuetter_ferguson_standard,gross,0.9,50.0,-33.03156981733441,33.03156981733441
short_shock_no_break,bornhuetter_ferguson_standard,gross,1.0,50.0,-25.59063313037156,25.620481335820912
short_shock_no_break,bornhuetter_ferguson_standard,gross,1.1,50.0,-18.149696443408708,19.183932717953628
short_shock_no_break,bornhuetter_ferguson_standard,gross,1.2,50.0,-10.708759756445872,14.077826704704723
short_shock_no_break,expected_loss,gross,0.8,50.0,-35.54469309183717,39.483464631430316
short_shock_no_break,expected_loss,gross,0.9,50.0,10.895134229430386,31.98747123273785
short_shock_no_break,expected_loss,gross,1.0,50.0,81.54016477655723,81.87011859296719
short_shock_no_break,expected_loss,gross,1.1,50.0,175.60236349766544,175.60236349766544
short_shock_no_break,expected_loss,gross,1.2,50.0,286.95382517486007,286.95382517486007
short_stable_no_break,bornhuetter_ferguson_break_aware,ceded,0.8,50.0,-63.441032488517465,63.441032488517465
short_stable_no_break,bornhuetter_ferguson_break_aware,ceded,0.9,50.0,-58.87116154958215,58.87116154958215
short_stable_no_break,bornhuetter_ferguson_break_aware,ceded,1.0,50.0,-54.30129061064683,54.30129061064683
short_stable_no_break,bornhuetter_ferguson_break_aware,ceded,1.1,50.0,-49.73141967171152,49.73141967171152
short_stable_no_break,bornhuetter_ferguson_break_aware,ceded,1.2,50.0,-45.16154873277621,45.16154873277621
