simulation_id,seed,scenario_id,frequency_scenario,tail_type,inflation_scenario,structural_break,clause_type,model,basis,observed_paid,true_reserve,true_ultimate,estimated_reserve,selected_alpha,runtime_seconds,success_or_failure,failure_category,failure_reason,pipeline_reconciliation_passed,model_reconciliation_passed,signed_error,absolute_error,percentage_error,absolute_percentage_error,normalised_error,pricing_assumption_version
3,20260819.0,short_shock_no_break,constant,short,shock,False,none,chain_ladder,gross,1658190995.046609,118658528.34133773,1776849523.387947,114008691.88219,,0.0387665150001339,success,,,True,True,-4649836.459147707,4649836.459147707,-3.918670258383626,3.918670258383626,-0.0391867025838362,
3,20260819.0,short_shock_no_break,constant,short,shock,False,none,chain_ladder,ceded,347759166.8937111,84759556.8790487,432518723.7727598,54024865.57207456,,0.0386231160000534,success,,,True,True,-30734691.30697415,30734691.30697415,-36.2610334912821,36.2610334912821,-0.3626103349128209,
3,20260819.0,short_shock_no_break,constant,short,shock,False,none,regularized_poisson,gross,1658190995.046609,118658528.34133773,1776849523.387947,110416011.5782994,0.0001,2.2486653610003486,success,,,True,True,-8242516.763038322,8242516.763038322,-6.946417487437212,6.946417487437212,-0.0694641748743721,
3,20260819.0,short_shock_no_break,constant,short,shock,False,none,regularized_poisson,ceded,347759166.8937111,84759556.8790487,432518723.7727598,63968038.01136983,0.01,2.112968369000555,success,,,True,True,-20791518.867678877,20791518.867678877,-24.529999487076395,24.529999487076395,-0.2452999948707639,
3,20260819.0,long_stable_no_break,constant,long,stable,False,none,chain_ladder,gross,1292275447.4992423,703107364.89855,1995382812.3977923,721104922.3655266,,0.0530181860003722,success,,,True,True,17997557.466976523,17997557.466976523,2.559716817867973,2.559716817867973,0.0255971681786797,
3,20260819.0,long_stable_no_break,constant,long,stable,False,none,chain_ladder,ceded,231826059.8914564,321703342.23595023,553529402.1274066,,,0.0143242559997815,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,True,False,,,,,,
3,20260819.0,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,gross,1292275447.4992423,703107364.89855,1995382812.3977923,799871427.354521,0.001,2.5842673050001395,success,,,True,True,96764062.455971,96764062.455971,13.76234516757379,13.76234516757379,0.1376234516757379,
3,20260819.0,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,ceded,231826059.8914564,321703342.23595023,553529402.1274066,401821815.533455,0.1,2.3325409299995954,success,,,True,True,80118473.29750478,80118473.29750478,24.90445785880044,24.90445785880044,0.2490445785880044,
3,20260819.0,long_emerging_no_break,constant,long,emerging,False,none,chain_ladder,gross,1319510517.7260647,817379242.251468,2136889759.9775324,786535372.3137903,,0.0525519940001686,success,,,True,True,-30843869.93767762,30843869.93767762,-3.773507858202797,3.773507858202797,-0.0377350785820279,
3,20260819.0,long_emerging_no_break,constant,long,emerging,False,none,chain_ladder,ceded,240855488.69553253,430686769.0955911,671542257.7911236,,,0.0143639739999343,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,True,False,,,,,,
3,20260819.0,long_emerging_no_break,constant,long,emerging,False,none,regularized_poisson,gross,1319510517.7260647,817379242.251468,2136889759.9775324,746846941.2416286,0.01,2.7852493049995246,success,,,True,True,-70532301.0098393,70532301.0098393,-8.62907905705537,8.62907905705537,-0.0862907905705537,
3,20260819.0,long_emerging_no_break,constant,long,emerging,False,none,regularized_poisson,ceded,240855488.69553253,430686769.0955911,671542257.7911236,526628884.060454,0.1,3.1018502240003727,success,,,True,True,95942114.96486294,95942114.96486294,22.27654106169409,22.27654106169409,0.2227654106169408,
3,20260819.0,long_shock_no_break,constant,long,shock,False,none,chain_ladder,gross,1341860727.4127877,920138738.2321348,2261999465.6449227,859474046.8721637,,0.0536169010001685,success,,,True,True,-60664691.359971166,60664691.359971166,-6.592993951817137,6.592993951817137,-0.0659299395181713,
