calibration_version,scenario_id,tail_type,inflation_scenario,structural_break_regime,development_year,incremental_ceded_paid,cumulative_ceded_paid,total_ceded_ultimate,incremental_paid_proportion,cumulative_paid_proportion,incremental_gross_paid,cumulative_gross_paid,total_gross_ultimate,gross_incremental_paid_proportion,gross_cumulative_paid_proportion,calibration_simulations,contributing_accident_years,positive_ceded_accident_years,natural_terminal_development_year,calibration_seed_start,calibration_seed_end,split_half_max_abs_cumulative_difference,available,calibration_source
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,11,102829043233.39699,950817802035.0205,1036596463846.5605,0.09919872083281386,0.9172497063194331,180766397785.17047,3885438995774.515,4023240253277.7188,0.044930550105204574,0.9657486879161796,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,12,51495250803.851425,1002313052838.872,1036596463846.5605,0.049677239504334135,0.9669269458237673,85034732371.0739,3970473728145.589,4023240253277.7188,0.02113588227841885,0.9868845701945984,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,13,23006536030.914536,1025319588869.7865,1036596463846.5605,0.022194303022743108,0.9891212488465103,36231044160.372444,4006704772305.9614,4023240253277.7188,0.00900543887003893,0.9958900090646374,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,14,11276874976.773983,1036596463846.5604,1036596463846.5605,0.010878751153489572,0.9999999999999999,16535480971.764303,4023240253277.7256,4023240253277.7188,0.004109990935364327,1.0000000000000018,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_emerging_no_break,short,emerging,no_break,1,163104183122.32724,163104183122.32724,760997060673.805,0.21432958358329385,0.21432958358329385,1731888903860.7615,1731888903860.7615,3529260404636.783,0.49072290091867005,0.49072290091867005,2000,30000,30000,6,91000001,91002000,0.0007995829669763532,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_emerging_no_break,short,emerging,no_break,2,267451047286.43637,430555230408.7636,760997060673.805,0.3514482001410476,0.5657777837243414,1013627887412.3312,2745516791273.093,3529260404636.783,0.2872068850687853,0.7779297859874553,2000,30000,30000,6,91000001,91002000,0.0007995829669763532,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_emerging_no_break,short,emerging,no_break,3,187645598377.29712,618200828786.0608,760997060673.805,0.24657861123819744,0.812356394962539,496710962854.66296,3242227754127.756,3529260404636.783,0.14074080852806395,0.9186705945155194,2000,30000,30000,6,91000001,91002000,0.0007995829669763532,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_emerging_no_break,short,emerging,no_break,4,118863118534.76953,737063947320.8303,760997060673.805,0.15619392593911635,0.9685503209016553,243389540274.43896,3485617294402.195,3529260404636.783,0.06896332726105191,0.9876339217765712,2000,30000,30000,6,91000001,91002000,0.0007995829669763532,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_emerging_no_break,short,emerging,no_break,5,20112215723.20374,757176163044.034,760997060673.805,0.02642876925884037,0.9949790901604957,37171829934.87128,3522789124337.066,3529260404636.783,0.010532470170247141,0.9981663919468183,2000,30000,30000,6,91000001,91002000,0.0007995829669763532,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_emerging_no_break,short,emerging,no_break,6,3820897629.7714205,760997060673.8054,760997060673.805,0.005020909839504907,1.0000000000000004,6471280299.727154,3529260404636.793,3529260404636.783,0.001833608053184489,1.0000000000000027,2000,30000,30000,6,91000001,91002000,0.0007995829669763532,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_shock_no_break,short,shock,no_break,1,171858009535.60187,171858009535.60187,823448054520.3523,0.208705344061693,0.208705344061693,1755734832748.242,1755734832748.242,3608262300635.715,0.4865873615781511,0.4865873615781511,2000,30000,30000,6,91000001,91002000,0.0007929968766215989,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_shock_no_break,short,shock,no_break,2,287497205394.83105,459355214930.4329,823448054520.3523,0.34913824110288827,0.5578435851645813,1037995357129.4076,2793730189877.6494,3608262300635.715,0.2876718128132011,0.7742591743913522,2000,30000,30000,6,91000001,91002000,0.0007929968766215989,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_shock_no_break,short,shock,no_break,3,206099521718.73126,665454736649.1642,823448054520.3523,0.25028843117345334,0.8081320163380347,514014366830.4064,3307744556708.0557,3608262300635.715,0.14245482284917194,0.916713997240524,2000,30000,30000,6,91000001,91002000,0.0007929968766215989,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_shock_no_break,short,shock,no_break,4,131453241938.42099,796907978587.5852,823448054520.3523,0.15963756452735903,0.9677695808653937,254410876022.7856,3562155432730.8413,3608262300635.715,0.07050786634274418,0.9872218635832682,2000,30000,30000,6,91000001,91002000,0.0007929968766215989,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_shock_no_break,short,shock,no_break,5,22333633015.08439,819241611602.6696,823448054520.3523,0.027122090935163407,0.994891671800557,39218056997.27796,3601373489728.119,3608262300635.715,0.01086895955162916,0.9980908231348974,2000,30000,30000,6,91000001,91002000,0.0007929968766215989,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_shock_no_break,short,shock,no_break,6,4206442917.6818876,823448054520.3514,823448054520.3523,0.005108328199441901,0.999999999999999,6888810907.593606,3608262300635.713,3608262300635.715,0.0019091768651020504,0.9999999999999994,2000,30000,30000,6,91000001,91002000,0.0007929968766215989,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_stable_no_break,short,stable,no_break,1,154344058335.8504,154344058335.8504,703946606342.7651,0.2192553482681289,0.2192553482681289,1704010473832.326,1704010473832.326,3448067459558.9062,0.4941929048135013,0.4941929048135013,2000,30000,30000,6,91000001,91002000,0.0007334886146909136,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_stable_no_break,short,stable,no_break,2,249540560734.75613,403884619070.60657,703946606342.7651,0.3544879092907368,0.5737432575588657,989504092612.2655,2693514566444.5913,3448067459558.9062,0.28697353059874525,0.7811664354122465,2000,30000,30000,6,91000001,91002000,0.0007334886146909136,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_stable_no_break,short,stable,no_break,3,172031060560.71286,575915679631.3195,703946606342.7651,0.2443808365729199,0.8181240941317857,480432893596.1097,3173947460040.701,3448067459558.9062,0.13933396003150386,0.9205003954437504,2000,30000,30000,6,91000001,91002000,0.0007334886146909136,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_stable_no_break,short,stable,no_break,4,107144012239.29866,683059691870.6182,703946606342.7651,0.15220474290791336,0.9703288370396991,232923495542.47964,3406870955583.1807,3448067459558.9062,0.06755189632289746,0.9880522917666479,2000,30000,30000,6,91000001,91002000,0.0007334886146909136,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_stable_no_break,short,stable,no_break,5,17594938635.893234,700654630506.5114,703946606342.7651,0.02499470624243044,0.9953235432821295,35155346985.19466,3442026302568.3755,3448067459558.9062,0.010195666818447892,0.9982479585850957,2000,30000,30000,6,91000001,91002000,0.0007334886146909136,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,short_stable_no_break,short,stable,no_break,6,3291975836.2547684,703946606342.7661,703946606342.7651,0.004676456717871927,1.0000000000000013,6041156990.532431,3448067459558.9077,3448067459558.9062,0.0017520414149046972,1.0000000000000004,2000,30000,30000,6,91000001,91002000,0.0007334886146909136,True,regenerated_frozen_step19_simulations
