scenario_id,simulation_id,basis,tail_type,inflation_scenario,structural_break,model,pattern_variant,estimated_reserve,true_reserve,signed_error,absolute_error,percentage_error,absolute_percentage_error,success,success_or_failure,failure_type,failure_message,calibration_version,prior_version,runtime_seconds
long_emerging_break,44,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,385637467.7939311,-210313238.7134264,210313238.7134264,-54.53651584130025,54.53651584130025,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003467900001851376
long_emerging_break,44,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,385637467.7939311,-162312134.53801948,162312134.53801948,-42.08930617311087,42.08930617311087,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0036946999971405603
long_emerging_break,45,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,326853781.3478096,-151529552.2673049,151529552.2673049,-46.360042598393626,46.360042598393626,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003490600000077393
long_emerging_break,45,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,326853781.3478096,-103528448.09189796,103528448.09189796,-31.67423906340919,31.67423906340919,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003760400002647657
long_emerging_break,46,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,344662403.1959149,-169338174.1154102,169338174.1154102,-49.13160604266839,49.13160604266839,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035113000049022958
long_emerging_break,46,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,344662403.1959149,-121337069.94000328,121337069.94000328,-35.20461437478929,35.20461437478929,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.004379700003482867
long_emerging_break,47,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,298208536.8960704,-122884307.8155657,122884307.8155657,-41.20750837471581,41.20750837471581,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0034919000027002767
long_emerging_break,47,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,298208536.8960704,-74883203.64015877,74883203.64015877,-25.111019429419134,25.111019429419134,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003740000000107102
long_emerging_break,48,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,322795334.1595725,-147471105.07906777,147471105.07906777,-45.68563714312118,45.68563714312118,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003586300001188647
long_emerging_break,48,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,322795334.1595725,-99470000.90366083,99470000.90366083,-30.8151916639812,30.8151916639812,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0037585999962175265
long_emerging_break,49,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,287480166.4890658,-112155937.40856111,112155937.40856111,-39.013452224651786,39.013452224651786,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003624199998739641
long_emerging_break,49,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,287480166.4890658,-64154833.23315418,64154833.23315418,-22.316264115421777,22.316264115421777,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035820999983116053
long_emerging_break,50,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,335576286.10000974,-160252057.01950502,160252057.01950502,-47.75428528693654,47.75428528693654,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035464000029605813
long_emerging_break,50,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,335576286.10000974,-112250952.84409809,112250952.84409809,-33.45020416926738,33.45020416926738,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035260000004200265
long_emerging_no_break,1,ceded,long,emerging,False,bornhuetter_ferguson_break_aware,frozen_break_aware,261066904.0584011,408650367.9529617,-147583463.89456058,147583463.89456058,-36.114849139582425,36.114849139582425,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003561899997293949
