scenario_id,basis,model,history_window_years,history_start_ay,attempted_fits,required_result_rows,required_rows,applicable_rows,not_applicable_by_design,not_applicable_rows,estimator_invocations,successful_fits,failed_fits,data_dependent_failures,unsuccessful_or_not_applicable,applicability_rate,success_rate,unconditional_success_rate,conditional_fit_success_rate,mean_runtime_seconds,mean_percentage_error,median_percentage_error,mean_absolute_percentage_error,root_mean_squared_error,rmse,standard_deviation_percentage_error,percentage_error_std
short_emerging_no_break,ceded,regularized_poisson,7,2018,50,50,50,0,50,50,0,0,0,0,50,0.0,0.0,0.0,,9.200004569720476e-07,,,,,,,
short_emerging_no_break,ceded,regularized_poisson_break_interaction,7,2018,50,50,50,0,50,50,0,0,0,0,50,0.0,0.0,0.0,,5.268000531941652e-06,,,,,,,
short_emerging_no_break,ceded,regularized_tweedie,7,2018,50,50,50,0,50,50,0,0,0,0,50,0.0,0.0,0.0,,8.159996650647372e-07,,,,,,,
short_emerging_no_break,ceded,chain_ladder,5,2020,50,50,50,50,0,0,50,0,50,50,50,1.0,0.0,0.0,0.0,0.0084840159995656,,,,,,,
short_emerging_no_break,ceded,inflation_adjusted_chain_ladder,5,2020,50,50,50,50,0,0,50,0,50,50,50,1.0,0.0,0.0,0.0,0.014520235999953002,,,,,,,
short_emerging_no_break,ceded,cashflow_uplift,5,2020,50,50,50,50,0,0,50,0,50,50,50,1.0,0.0,0.0,0.0,0.011643291999935173,,,,,,,
short_emerging_no_break,ceded,regularized_poisson,5,2020,50,50,50,0,50,50,0,0,0,0,50,0.0,0.0,0.0,,1.0439996549393982e-06,,,,,,,
short_emerging_no_break,ceded,regularized_poisson_break_interaction,5,2020,50,50,50,0,50,50,0,0,0,0,50,0.0,0.0,0.0,,8.179992437362671e-07,,,,,,,
short_emerging_no_break,ceded,regularized_tweedie,5,2020,50,50,50,0,50,50,0,0,0,0,50,0.0,0.0,0.0,,7.98000255599618e-07,,,,,,,
short_shock_no_break,gross,chain_ladder,15,2010,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,0.02356835599988699,-3.4029545949494895,-3.9080074176053285,8.78938368983922,15629763.439856235,15629763.439856235,10.073345653491003,10.073345653491003
short_shock_no_break,gross,inflation_adjusted_chain_ladder,15,2010,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,0.04581203199981246,1.101395424669758,1.096942668228594,8.871846536474564,15083457.853726137,15083457.853726137,10.592778492936313,10.592778492936313
short_shock_no_break,gross,cashflow_uplift,15,2010,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,0.03565381199980038,1.7051263280076063,1.1685136891808108,8.925499968541107,15205316.112783276,15205316.112783276,10.623838610631651,10.623838610631651
